ds,ds_checkin,ds_checkout,n_nights,n_guests_min,n_guests_max,origin_country,room_type_clean,nights_bucket,search_year,search_month,checkin_dow,checkin_month,lead_time_days,has_price_filter
2014-10-13,2014-11-03,2014-11-04,1.0,2,2,US,Private room,1-2 nights,2014,10,0.0,11.0,21.0,False
2014-10-13,2014-11-09,2014-11-12,3.0,2,2,IE,No Filter,3-5 nights,2014,10,6.0,11.0,27.0,True
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-30,2014-11-02,3.0,1,1,CZ,Entire home/apt,3-5 nights,2014,10,3.0,10.0,17.0,False
2014-10-13,2014-11-27,2014-11-30,3.0,1,2,NL,No Filter,3-5 nights,2014,10,3.0,11.0,45.0,True
2014-10-13,2015-06-16,2015-06-23,7.0,2,2,US,No Filter,6-14 nights,2014,10,1.0,6.0,246.0,False
2014-10-13,,,,1,1,IE,Entire home/apt,nan,2014,10,,,,False
2014-10-13,2014-10-29,2014-11-09,11.0,2,2,FR,Private room,6-14 nights,2014,10,2.0,10.0,16.0,True
2014-10-13,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-24,2014-10-27,3.0,1,2,US,No Filter,3-5 nights,2014,10,4.0,10.0,11.0,False
2014-10-13,,,,1,1,US,No Filter,nan,2014,10,,,,True
2014-10-13,,,,1,1,IE,Entire home/apt,nan,2014,10,,,,True
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,,,,2,2,IT,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-01,2014-11-04,3.0,2,2,IT,No Filter,3-5 nights,2014,10,5.0,11.0,19.0,False
2014-10-13,2014-10-30,2014-11-02,3.0,2,2,GB,Entire home/apt,3-5 nights,2014,10,3.0,10.0,17.0,True
2014-10-13,2014-11-07,2014-11-08,1.0,1,1,GB,Private room,1-2 nights,2014,10,4.0,11.0,25.0,True
2014-10-13,2014-10-14,2014-10-15,1.0,1,1,IE,No Filter,1-2 nights,2014,10,1.0,10.0,1.0,True
2014-10-13,2014-10-16,2014-10-19,3.0,4,4,ES,No Filter,3-5 nights,2014,10,3.0,10.0,3.0,False
2014-10-13,2014-11-14,2014-11-17,3.0,4,5,DE,Entire home/apt,3-5 nights,2014,10,4.0,11.0,32.0,True
2014-10-13,,,,14,14,DE,No Filter,nan,2014,10,,,,True
2014-10-13,2014-11-04,2014-11-06,2.0,1,1,DE,No Filter,1-2 nights,2014,10,1.0,11.0,22.0,False
2014-10-13,2014-12-05,2014-12-07,2.0,4,4,US,No Filter,1-2 nights,2014,10,4.0,12.0,53.0,False
2014-10-13,2014-12-23,2014-12-29,6.0,2,2,CN,No Filter,6-14 nights,2014,10,1.0,12.0,71.0,True
2014-10-13,2015-03-16,2015-03-19,3.0,1,12,GB,No Filter,3-5 nights,2014,10,0.0,3.0,154.0,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,True
2014-10-13,,,,2,2,CH,Entire home/apt,nan,2014,10,,,,True
2014-10-13,2014-11-01,2014-11-14,13.0,1,1,BR,No Filter,6-14 nights,2014,10,5.0,11.0,19.0,True
2014-10-13,2014-11-01,2014-11-16,15.0,1,1,BR,No Filter,15+ nights,2014,10,5.0,11.0,19.0,True
2014-10-13,2014-10-14,2014-10-15,1.0,2,2,AU,Private room,1-2 nights,2014,10,1.0,10.0,1.0,False
2014-10-13,2014-11-08,2014-11-10,2.0,4,4,AU,No Filter,1-2 nights,2014,10,5.0,11.0,26.0,False
2014-10-13,2014-10-19,2014-10-20,1.0,1,1,CA,No Filter,1-2 nights,2014,10,6.0,10.0,6.0,False
2014-10-13,,,,1,1,CO,No Filter,nan,2014,10,,,,False
2014-10-13,2015-04-05,2015-04-09,4.0,2,2,US,No Filter,3-5 nights,2014,10,6.0,4.0,174.0,False
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-13,2014-12-31,2015-01-01,1.0,1,2,GB,Entire home/apt,1-2 nights,2014,10,2.0,12.0,79.0,False
2014-10-13,2014-10-31,2014-11-02,2.0,2,2,US,Entire home/apt,1-2 nights,2014,10,4.0,10.0,18.0,False
2014-10-13,,,,1,3,DE,Entire home/apt,nan,2014,10,,,,False
2014-10-13,2015-07-02,2015-07-10,8.0,8,8,FR,Entire home/apt,6-14 nights,2014,10,3.0,7.0,262.0,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,True
2014-10-13,2014-10-25,2014-10-26,1.0,1,1,IE,No Filter,1-2 nights,2014,10,5.0,10.0,12.0,True
2014-10-13,2014-10-25,2014-11-09,15.0,1,1,IE,No Filter,15+ nights,2014,10,5.0,10.0,12.0,True
2014-10-13,2014-10-25,2014-11-25,31.0,1,1,IE,No Filter,15+ nights,2014,10,5.0,10.0,12.0,False
2014-10-13,2014-10-29,2014-11-05,7.0,3,3,AT,Entire home/apt,6-14 nights,2014,10,2.0,10.0,16.0,False
2014-10-13,2014-11-03,2014-11-05,2.0,3,3,AT,Entire home/apt,1-2 nights,2014,10,0.0,11.0,21.0,False
2014-10-13,2014-11-07,2014-11-09,2.0,10,10,GB,No Filter,1-2 nights,2014,10,4.0,11.0,25.0,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,2014-12-29,2015-03-31,92.0,2,2,IT,Entire home/apt,15+ nights,2014,10,0.0,12.0,77.0,False
2014-10-13,2014-10-21,2014-10-29,8.0,1,1,GB,No Filter,6-14 nights,2014,10,1.0,10.0,8.0,True
2014-10-13,2014-10-25,2014-10-28,3.0,2,2,GB,Entire home/apt,3-5 nights,2014,10,5.0,10.0,12.0,True
2014-10-13,2014-12-20,2014-12-24,4.0,5,5,FR,No Filter,3-5 nights,2014,10,5.0,12.0,68.0,True
2014-10-13,2014-12-30,2015-01-05,6.0,1,1,AT,Entire home/apt,6-14 nights,2014,10,1.0,12.0,78.0,False
2014-10-13,2014-11-10,2014-11-12,2.0,2,2,BE,Entire home/apt,1-2 nights,2014,10,0.0,11.0,28.0,True
2014-10-13,,,,1,1,GB,Entire home/apt,nan,2014,10,,,,True
2014-10-13,2015-02-13,2015-02-15,2.0,1,2,GB,Entire home/apt,1-2 nights,2014,10,4.0,2.0,123.0,True
2014-10-13,2014-12-26,2015-01-10,15.0,3,3,BR,Entire home/apt,15+ nights,2014,10,4.0,12.0,74.0,False
2014-10-13,2014-11-07,2014-11-12,5.0,1,1,AU,No Filter,3-5 nights,2014,10,4.0,11.0,25.0,False
2014-10-13,,,,1,1,NL,No Filter,nan,2014,10,,,,False
2014-10-13,2015-05-01,2015-05-04,3.0,10,10,NL,No Filter,3-5 nights,2014,10,4.0,5.0,200.0,False
2014-10-13,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-04,2014-11-08,4.0,2,2,US,No Filter,3-5 nights,2014,10,1.0,11.0,22.0,True
2014-10-13,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-01,2014-11-04,3.0,4,4,US,Entire home/apt,3-5 nights,2014,10,5.0,11.0,19.0,False
2014-10-13,2014-11-03,2014-11-07,4.0,1,5,RU,Entire home/apt,3-5 nights,2014,10,0.0,11.0,21.0,False
2014-10-13,,,,1,1,ES,No Filter,nan,2014,10,,,,True
2014-10-13,2014-12-19,2014-12-20,1.0,1,2,ES,Private room,1-2 nights,2014,10,4.0,12.0,67.0,True
2014-10-13,2014-12-19,2014-12-22,3.0,2,2,GB,Entire home/apt,3-5 nights,2014,10,4.0,12.0,67.0,True
2014-10-13,2015-05-05,2015-05-07,2.0,1,1,US,No Filter,1-2 nights,2014,10,1.0,5.0,204.0,True
2014-10-13,2014-10-31,2014-11-02,2.0,2,2,IT,No Filter,1-2 nights,2014,10,4.0,10.0,18.0,False
2014-10-13,,,,1,1,IT,Entire home/apt,nan,2014,10,,,,False
2014-10-13,2014-12-20,2014-12-23,3.0,3,3,FR,Entire home/apt,3-5 nights,2014,10,5.0,12.0,68.0,True
2014-10-13,,,,1,1,AU,Private room,nan,2014,10,,,,False
2014-10-13,2014-10-18,2014-10-19,1.0,1,2,AU,Private room,1-2 nights,2014,10,5.0,10.0,5.0,True
2014-10-13,2014-10-18,2014-10-20,2.0,2,2,AU,Private room,1-2 nights,2014,10,5.0,10.0,5.0,True
2014-10-13,2015-02-13,2015-02-16,3.0,2,2,ES,Entire home/apt,3-5 nights,2014,10,4.0,2.0,123.0,True
2014-10-13,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-13,2014-12-22,2014-12-23,1.0,1,1,US,No Filter,1-2 nights,2014,10,0.0,12.0,70.0,False
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-07,2014-11-10,3.0,2,2,GB,Entire home/apt,3-5 nights,2014,10,4.0,11.0,25.0,False
2014-10-13,,,,1,1,CA,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-17,2014-10-20,3.0,1,1,CA,No Filter,3-5 nights,2014,10,4.0,10.0,4.0,False
2014-10-13,,,,1,2,US,Entire home/apt,nan,2014,10,,,,True
2014-10-13,2014-11-03,2014-11-06,3.0,2,2,IL,No Filter,3-5 nights,2014,10,0.0,11.0,21.0,False
2014-10-13,2014-11-03,2014-11-07,4.0,2,2,IL,Entire home/apt,3-5 nights,2014,10,0.0,11.0,21.0,False
2014-10-13,,,,1,1,IN,No Filter,nan,2014,10,,,,False
2014-10-13,2015-01-02,2015-01-06,4.0,2,2,IN,Entire home/apt,3-5 nights,2014,10,4.0,1.0,81.0,False
2014-10-13,2015-01-05,2015-01-07,2.0,2,2,IN,No Filter,1-2 nights,2014,10,0.0,1.0,84.0,False
2014-10-13,2014-11-05,2014-11-09,4.0,1,4,DK,No Filter,3-5 nights,2014,10,2.0,11.0,23.0,False
2014-10-13,,,,1,1,CZ,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-20,2014-11-06,17.0,1,2,CZ,No Filter,15+ nights,2014,10,0.0,10.0,7.0,True
2014-10-13,2014-11-29,2014-12-04,5.0,5,5,GR,No Filter,3-5 nights,2014,10,5.0,11.0,47.0,False
2014-10-13,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-02,2014-11-05,3.0,1,2,US,Private room,3-5 nights,2014,10,6.0,11.0,20.0,True
2014-10-13,2014-10-20,2014-10-22,2.0,1,1,IE,Private room,1-2 nights,2014,10,0.0,10.0,7.0,False
2014-10-13,,,,1,1,HR,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-24,2014-10-26,2.0,1,4,HR,No Filter,1-2 nights,2014,10,4.0,10.0,11.0,False
2014-10-13,2014-10-24,2014-10-27,3.0,4,4,HR,No Filter,3-5 nights,2014,10,4.0,10.0,11.0,True
2014-10-13,2014-11-08,2014-11-09,1.0,2,2,US,No Filter,1-2 nights,2014,10,5.0,11.0,26.0,True
2014-10-13,2014-10-26,2014-10-29,3.0,2,2,GB,Entire home/apt,3-5 nights,2014,10,6.0,10.0,13.0,True
2014-10-13,2014-10-30,2014-11-01,2.0,2,2,ES,Entire home/apt,1-2 nights,2014,10,3.0,10.0,17.0,False
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-13,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-13,,,,1,1,DE,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-01,2014-12-19,48.0,1,1,DE,Private room,15+ nights,2014,10,5.0,11.0,19.0,False
2014-10-13,2014-12-10,2014-12-19,9.0,1,1,DE,Private room,6-14 nights,2014,10,2.0,12.0,58.0,False
2014-10-13,2014-12-10,2015-01-31,52.0,1,1,DE,Private room,15+ nights,2014,10,2.0,12.0,58.0,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-27,2014-10-30,3.0,1,1,GB,No Filter,3-5 nights,2014,10,0.0,10.0,14.0,False
2014-10-13,2014-10-25,2014-10-26,1.0,4,4,IE,No Filter,1-2 nights,2014,10,5.0,10.0,12.0,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,2015-01-08,2015-01-11,3.0,2,2,GB,No Filter,3-5 nights,2014,10,3.0,1.0,87.0,False
2014-10-13,2014-10-27,2014-10-31,4.0,3,3,DE,Entire home/apt,3-5 nights,2014,10,0.0,10.0,14.0,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-13,2014-10-14,1.0,1,1,IE,No Filter,1-2 nights,2014,10,0.0,10.0,0.0,True
2014-10-13,2014-10-18,2014-10-19,1.0,1,1,IE,No Filter,1-2 nights,2014,10,5.0,10.0,5.0,False
2014-10-13,2014-10-19,2014-10-20,1.0,1,1,IE,Entire home/apt,1-2 nights,2014,10,6.0,10.0,6.0,True
2014-10-13,2015-01-05,2015-01-09,4.0,2,2,BR,Entire home/apt,3-5 nights,2014,10,0.0,1.0,84.0,True
2014-10-13,,,,1,2,NL,No Filter,nan,2014,10,,,,True
2014-10-13,2014-10-13,2014-10-14,1.0,2,2,NL,No Filter,1-2 nights,2014,10,0.0,10.0,0.0,True
2014-10-13,2014-11-01,2014-11-06,5.0,1,1,IN,No Filter,3-5 nights,2014,10,5.0,11.0,19.0,True
2014-10-13,,,,1,1,MX,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-15,2014-10-17,2.0,2,2,FR,No Filter,1-2 nights,2014,10,2.0,10.0,2.0,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,2015-04-03,2015-04-05,2.0,16,16,IE,Entire home/apt,1-2 nights,2014,10,4.0,4.0,172.0,False
2014-10-13,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-04,2014-11-07,3.0,1,2,FR,Entire home/apt,3-5 nights,2014,10,1.0,11.0,22.0,False
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-13,2014-12-29,2015-01-04,6.0,9,10,GB,No Filter,6-14 nights,2014,10,0.0,12.0,77.0,True
2014-10-13,2014-12-30,2015-01-04,5.0,1,1,GB,No Filter,3-5 nights,2014,10,1.0,12.0,78.0,False
2014-10-13,,,,1,1,HU,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-27,2014-10-29,2.0,2,2,HU,Entire home/apt,1-2 nights,2014,10,0.0,10.0,14.0,True
2014-10-13,2014-10-27,2014-10-30,3.0,2,2,HU,No Filter,3-5 nights,2014,10,0.0,10.0,14.0,False
2014-10-13,,,,1,1,CH,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-08,2014-11-10,2.0,1,2,CH,Entire home/apt,1-2 nights,2014,10,5.0,11.0,26.0,True
2014-10-13,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-07,2014-11-10,3.0,3,3,GB,No Filter,3-5 nights,2014,10,4.0,11.0,25.0,False
2014-10-13,2014-11-06,2014-11-09,3.0,3,3,DE,Entire home/apt,3-5 nights,2014,10,3.0,11.0,24.0,False
2014-10-13,2014-10-16,2014-10-18,2.0,1,1,BR,Private room,1-2 nights,2014,10,3.0,10.0,3.0,False
2014-10-13,,,,1,1,IE,Entire home/apt,nan,2014,10,,,,True
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-27,2014-10-30,3.0,1,4,GB,Entire home/apt,3-5 nights,2014,10,0.0,10.0,14.0,False
2014-10-13,2014-12-23,2014-12-25,2.0,2,2,GB,No Filter,1-2 nights,2014,10,1.0,12.0,71.0,False
2014-10-13,2014-12-26,2014-12-28,2.0,2,2,GB,No Filter,1-2 nights,2014,10,4.0,12.0,74.0,False
2014-10-13,2015-01-02,2015-01-05,3.0,2,2,GB,No Filter,3-5 nights,2014,10,4.0,1.0,81.0,False
2014-10-13,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-15,2014-10-19,4.0,2,2,FR,Private room,3-5 nights,2014,10,2.0,10.0,2.0,True
2014-10-13,2014-10-23,2014-10-27,4.0,1,1,FR,Entire home/apt,3-5 nights,2014,10,3.0,10.0,10.0,True
2014-10-13,2014-10-23,2014-10-28,5.0,1,1,FR,Private room,3-5 nights,2014,10,3.0,10.0,10.0,True
2014-10-13,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-03,2014-11-10,7.0,2,2,FR,Private room,6-14 nights,2014,10,0.0,11.0,21.0,True
2014-10-13,2014-11-07,2014-11-14,7.0,1,1,FR,Entire home/apt,6-14 nights,2014,10,4.0,11.0,25.0,False
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-13,2014-12-30,2015-01-02,3.0,4,4,GB,No Filter,3-5 nights,2014,10,1.0,12.0,78.0,True
2014-10-13,2014-11-05,2014-11-30,25.0,1,1,US,No Filter,15+ nights,2014,10,2.0,11.0,23.0,False
2014-10-13,,,,1,1,CZ,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-19,2014-10-31,12.0,1,1,CZ,No Filter,6-14 nights,2014,10,6.0,10.0,6.0,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-02,2015-01-11,70.0,1,1,IE,Private room,15+ nights,2014,10,6.0,11.0,20.0,False
2014-10-13,,,,1,1,NZ,No Filter,nan,2014,10,,,,False
2014-10-13,,,,2,2,FR,Entire home/apt,nan,2014,10,,,,True
2014-10-13,2014-11-13,2014-11-17,4.0,2,2,CZ,Entire home/apt,3-5 nights,2014,10,3.0,11.0,31.0,False
2014-10-13,2014-11-07,2014-11-12,5.0,4,4,FR,Entire home/apt,3-5 nights,2014,10,4.0,11.0,25.0,False
2014-10-13,2015-01-03,2015-02-14,42.0,3,3,FR,Entire home/apt,15+ nights,2014,10,5.0,1.0,82.0,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-18,2014-10-25,7.0,1,1,IE,No Filter,6-14 nights,2014,10,5.0,10.0,5.0,True
2014-10-13,2014-10-19,2014-10-25,6.0,1,1,IE,No Filter,6-14 nights,2014,10,6.0,10.0,6.0,True
2014-10-13,2015-01-10,2015-01-31,21.0,1,1,IT,Entire home/apt,15+ nights,2014,10,5.0,1.0,89.0,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-13,2014-11-17,4.0,3,3,SE,Entire home/apt,3-5 nights,2014,10,3.0,11.0,31.0,True
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-13,2014-12-20,2014-12-22,2.0,1,2,GB,Entire home/apt,1-2 nights,2014,10,5.0,12.0,68.0,True
2014-10-13,2014-10-14,2014-10-18,4.0,1,1,BR,No Filter,3-5 nights,2014,10,1.0,10.0,1.0,True
2014-10-13,2014-10-17,2014-10-20,3.0,3,3,AU,Entire home/apt,3-5 nights,2014,10,4.0,10.0,4.0,True
2014-10-13,2014-10-16,2014-10-19,3.0,2,2,PT,No Filter,3-5 nights,2014,10,3.0,10.0,3.0,True
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-14,2014-11-17,3.0,1,1,GB,Private room,3-5 nights,2014,10,4.0,11.0,32.0,False
2014-10-13,,,,1,1,IE,Private room,nan,2014,10,,,,False
2014-10-13,2014-12-16,2014-12-19,3.0,2,2,US,Entire home/apt,3-5 nights,2014,10,1.0,12.0,64.0,True
2014-10-13,2014-12-17,2014-12-21,4.0,2,2,US,Entire home/apt,3-5 nights,2014,10,2.0,12.0,65.0,True
2014-10-13,2014-12-28,2014-12-29,1.0,2,2,US,Entire home/apt,1-2 nights,2014,10,6.0,12.0,76.0,True
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-17,2014-10-18,1.0,1,2,IE,Entire home/apt,1-2 nights,2014,10,4.0,10.0,4.0,False
2014-10-13,2014-10-17,2014-10-19,2.0,1,1,IE,No Filter,1-2 nights,2014,10,4.0,10.0,4.0,False
2014-10-13,2014-10-18,2014-10-19,1.0,2,2,IE,Entire home/apt,1-2 nights,2014,10,5.0,10.0,5.0,False
2014-10-13,2015-10-01,2015-10-04,3.0,1,1,ES,Entire home/apt,3-5 nights,2014,10,3.0,10.0,353.0,False
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-13,,,,1,1,CZ,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-22,2014-10-24,2.0,1,1,CZ,No Filter,1-2 nights,2014,10,2.0,10.0,9.0,True
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,True
2014-10-13,2014-11-02,2014-11-06,4.0,1,1,GB,Private room,3-5 nights,2014,10,6.0,11.0,20.0,True
2014-10-13,2014-11-03,2014-11-06,3.0,1,1,GB,Private room,3-5 nights,2014,10,0.0,11.0,21.0,True
2014-10-13,2014-11-23,2014-12-22,29.0,1,1,GB,Entire home/apt,15+ nights,2014,10,6.0,11.0,41.0,False
2014-10-13,2014-11-05,2014-11-12,7.0,1,1,US,Entire home/apt,6-14 nights,2014,10,2.0,11.0,23.0,False
2014-10-13,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-26,2014-10-31,5.0,3,3,MW,Entire home/apt,3-5 nights,2014,10,6.0,10.0,13.0,True
2014-10-13,2014-10-27,2014-10-31,4.0,3,7,MW,Entire home/apt,3-5 nights,2014,10,0.0,10.0,14.0,True
2014-10-13,,,,1,1,DE,No Filter,nan,2014,10,,,,False
2014-10-13,2014-12-28,2015-01-03,6.0,5,5,FR,Entire home/apt,6-14 nights,2014,10,6.0,12.0,76.0,False
2014-10-13,,,,1,1,KR,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-30,2014-11-01,2.0,1,2,IT,No Filter,1-2 nights,2014,10,3.0,10.0,17.0,True
2014-10-13,2014-11-03,2014-11-07,4.0,2,2,PL,No Filter,3-5 nights,2014,10,0.0,11.0,21.0,True
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,2015-06-01,2015-06-30,29.0,1,1,BR,No Filter,15+ nights,2014,10,0.0,6.0,231.0,False
2014-10-13,2014-12-31,2015-01-02,2.0,2,2,US,No Filter,1-2 nights,2014,10,2.0,12.0,79.0,True
2014-10-13,2015-01-11,2015-01-18,7.0,1,1,US,No Filter,6-14 nights,2014,10,6.0,1.0,90.0,True
2014-10-13,2014-12-06,2014-12-09,3.0,2,2,CH,No Filter,3-5 nights,2014,10,5.0,12.0,54.0,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-22,2014-10-27,5.0,1,1,US,Private room,3-5 nights,2014,10,2.0,10.0,9.0,True
2014-10-13,2014-11-08,2014-11-13,5.0,2,2,GR,Entire home/apt,3-5 nights,2014,10,5.0,11.0,26.0,True
2014-10-13,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-13,2014-10-31,18.0,1,1,FR,Private room,15+ nights,2014,10,0.0,10.0,0.0,True
2014-10-13,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-13,2014-12-13,2014-12-30,17.0,4,4,US,Entire home/apt,15+ nights,2014,10,5.0,12.0,61.0,False
2014-10-13,2014-12-28,2015-01-03,6.0,1,3,EU,No Filter,6-14 nights,2014,10,6.0,12.0,76.0,False
2014-10-13,2014-11-02,2014-11-08,6.0,3,3,LB,Entire home/apt,6-14 nights,2014,10,6.0,11.0,20.0,False
2014-10-13,2014-11-03,2014-11-08,5.0,2,3,LB,Entire home/apt,3-5 nights,2014,10,0.0,11.0,21.0,True
2014-10-13,2014-11-09,2014-11-13,4.0,3,3,LB,No Filter,3-5 nights,2014,10,6.0,11.0,27.0,True
2014-10-13,2014-11-06,2014-11-08,2.0,3,3,US,No Filter,1-2 nights,2014,10,3.0,11.0,24.0,True
2014-10-13,2014-10-16,2014-10-17,1.0,1,1,IE,No Filter,1-2 nights,2014,10,3.0,10.0,3.0,False
2014-10-13,,,,1,1,NL,No Filter,nan,2014,10,,,,True
2014-10-13,2014-12-12,2014-12-14,2.0,2,2,NL,No Filter,1-2 nights,2014,10,4.0,12.0,60.0,False
2014-10-13,2014-12-25,2014-12-31,6.0,2,2,US,Entire home/apt,6-14 nights,2014,10,3.0,12.0,73.0,True
2014-10-13,2014-11-21,2014-11-30,9.0,2,2,RS,No Filter,6-14 nights,2014,10,4.0,11.0,39.0,False
2014-10-13,2014-11-06,2014-11-10,4.0,2,2,BE,Entire home/apt,3-5 nights,2014,10,3.0,11.0,24.0,True
2014-10-13,2014-11-07,2014-11-10,3.0,2,2,BE,Entire home/apt,3-5 nights,2014,10,4.0,11.0,25.0,True
2014-10-13,,,,1,1,DE,No Filter,nan,2014,10,,,,False
2014-10-13,2014-11-21,2014-11-23,2.0,1,2,DE,Entire home/apt,1-2 nights,2014,10,4.0,11.0,39.0,True
2014-10-13,2014-10-14,2014-10-20,6.0,2,2,IE,No Filter,6-14 nights,2014,10,1.0,10.0,1.0,True
2014-10-13,2015-01-26,2015-02-28,33.0,2,2,US,No Filter,15+ nights,2014,10,0.0,1.0,105.0,False
2014-10-13,2014-10-17,2014-10-19,2.0,2,2,FR,Entire home/apt,1-2 nights,2014,10,4.0,10.0,4.0,True
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-14,2014-10-16,2.0,1,1,IE,Private room,1-2 nights,2014,10,1.0,10.0,1.0,False
2014-10-13,,,,1,3,US,Entire home/apt,nan,2014,10,,,,False
2014-10-13,2014-10-30,2014-11-02,3.0,2,3,US,Entire home/apt,3-5 nights,2014,10,3.0,10.0,17.0,False
2014-10-13,2014-11-06,2014-11-11,5.0,2,2,US,Entire home/apt,3-5 nights,2014,10,3.0,11.0,24.0,True
2014-10-13,2014-11-20,2014-11-22,2.0,2,2,ES,No Filter,1-2 nights,2014,10,3.0,11.0,38.0,True
2014-10-13,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-13,2014-12-03,2014-12-07,4.0,1,7,FR,Entire home/apt,3-5 nights,2014,10,2.0,12.0,51.0,False
2014-10-13,2014-11-06,2014-11-09,3.0,1,4,US,Entire home/apt,3-5 nights,2014,10,3.0,11.0,24.0,True
2014-10-13,2014-11-28,2014-11-30,2.0,2,2,SK,Entire home/apt,1-2 nights,2014,10,4.0,11.0,46.0,True
2014-10-13,,,,1,1,ES,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-31,2014-11-01,1.0,1,1,ES,Entire home/apt,1-2 nights,2014,10,4.0,10.0,18.0,True
2014-10-13,2014-10-31,2014-11-30,30.0,1,2,ES,Entire home/apt,15+ nights,2014,10,4.0,10.0,18.0,False
2014-10-13,2014-12-14,2015-01-09,26.0,2,2,US,Entire home/apt,15+ nights,2014,10,6.0,12.0,62.0,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-22,2014-10-23,1.0,1,1,IE,Entire home/apt,1-2 nights,2014,10,2.0,10.0,9.0,False
2014-10-13,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-13,2014-12-20,2014-12-24,4.0,6,6,GB,No Filter,3-5 nights,2014,10,5.0,12.0,68.0,True
2014-10-13,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-13,2014-10-21,2014-10-23,2.0,1,1,FR,No Filter,1-2 nights,2014,10,1.0,10.0,8.0,False
